1 105008 20033
1 10540 9100
1 12547 2224
1 12771 2183
1 12784 2199
1 12843 2209
1 14083 3683
1 14126 3719
1 15912 2485
1 16806 2488
1 16837 2480
1 16929 2569
1 16938 2489
1 17207 2552
1 2504 2465
1 31553 21440
1 32719 23018
1 3372 2148
1 3452 2299
1 3471 2328
1 3487 2293
1 3491 2283
1 3494 2305
1 3498 2346
1 3498 2366
1 3499 2309
1 3502 2327
1 3503 2307
1 3503 2323
1 3510 2350
1 3512 2356
1 3513 2350
1 3516 2326
1 3518 2318
1 3520 2356
1 3521 2337
1 3522 2327
1 3522 2344
1 3522 2364
1 3523 2321
1 3523 2338
1 3526 2374
1 3527 2332
1 3528 2372
1 3529 2353
1 3531 2338
1 3533 2384
1 3534 2325
1 3537 2328
1 3537 2331
1 3539 2326
1 3540 2378
1 3541 2360
1 3542 2330
1 3543 2331
1 3543 2342
1 3543 2343
1 3551 2318
1 3551 2350
1 3553 2357
1 3553 2375
1 3554 2350
1 3555 2350
1 3556 2322
1 3556 2331
1 3557 2336
1 3557 2337
1 3557 2352
1 3557 2357
1 3557 2357
1 3558 2372
1 3559 2353
1 3561 2382
1 3562 2343
1 3562 2349
1 3562 2368
1 3563 2335
1 3563 2345
1 3563 2371
1 3563 2372
1 3566 2370
1 3568 2329
1 3568 2358
1 3568 2367
1 3569 2310
1 3569 2327
1 3569 2348
1 3570 2342
1 3570 2344
1 3573 2378
1 3575 2309
1 3575 2384
1 3577 2382
1 3579 2368
1 3583 2298
1 3585 2361
1 3586 2338
1 3587 2419
1 3588 2333
1 3589 2349
1 3590 2334
1 3591 2358
1 3593 2376
1 3594 2340
1 3594 2387
1 3595 2374
1 3599 2341
1 3610 2369
1 3613 2377
1 3615 2350
1 3616 2373
1 3616 2388
1 3617 2390
1 3623 2468
1 3626 2355
1 3634 2413
1 3635 2402
1 3637 2391
1 3639 2404
1 3640 2337
1 3642 2392
1 3646 2385
1 3657 2483
1 3659 2405
1 3672 2358
1 3683 2473
1 3690 2499
1 3715 2537
1 3738 2597
1 3739 2532
1 3747 2509
1 3753 2582
1 3765 2367
1 3777 2571
1 3788 2607
1 3790 2581
1 3797 2333
1 3798 2348
1 3807 2319
1 3809 2320
1 3819 2375
1 3821 2346
1 3821 2351
1 3823 2344
1 3829 2373
1 3829 2614
1 3834 2317
1 3840 2336
1 3844 2351
1 3848 2350
1 3849 2352
1 3861 2393
1 3879 2363
1 3880 2670
1 3882 2359
1 3918 2676
1 3921 2471
1 3925 2420
1 3963 2386
1 4210 2726
1 4310 3081
1 4400 3382
1 4423 3395
1 4425 3383
1 4426 3379
1 4436 3373
1 4497 3322
1 4530 3333
1 4548 3377
1 4561 3412
1 46017 33001
1 4629 3474
1 4653 3681
1 4689 3680
1 4696 2383
1 4735 3794
1 4747 3245
1 4805 3759
1 4868 3865
1 4920 3698
1 4953 3941
1 5002 3970
1 5033 4076
1 5045 4079
1 5052 3995
1 5055 3974
1 5062 3994
1 5070 3986
1 5079 4040
1 5085 3856
1 5096 3883
1 5108 4084
1 5124 4047
1 5140 4095
1 5151 3952
1 5189 4166
1 5212 4101
1 5418 4361
1 56736 46964
1 76228 62365
2 3016 1996
2 3030 2000
2 3058 2049
2 3123 2069
2 3123 2083
2 3138 2049
2 3140 2116
2 3154 2116
2 3158 2084
2 3169 2127
2 3186 2136
2 3189 2173
2 3198 2168
2 3207 2185
2 3210 2175
2 3211 2194
2 3214 2185
2 3214 2202
2 3218 2146
2 3218 2215
2 3221 2188
2 3222 2195
2 3227 2194
2 3227 2196
2 3228 2180
2 3228 2210
2 3229 2191
2 3229 2198
2 3231 2187
2 3231 2214
2 3231 2222
2 3232 2219
2 3232 2222
2 3233 2196
2 3234 2191
2 3234 2199
2 3236 2210
2 3237 2229
2 3238 2195
2 3238 2200
2 3238 2221
2 3238 2227
2 3239 2204
2 3240 2198
2 3240 2207
2 3240 2234
2 3242 2196
2 3242 2198
2 3244 2201
2 3244 2207
2 3244 2219
2 3244 2226
2 3247 2181
2 3247 2211
2 3248 2206
2 3248 2230
2 3249 2203
2 3249 2215
2 3250 2213
2 3251 2211
2 3251 2219
2 3252 2233
2 3252 2236
2 3253 2160
2 3253 2203
2 3253 2215
2 3253 2221
2 3253 2237
2 3254 2207
2 3254 2211
2 3254 2229
2 3255 2217
2 3255 2218
2 3255 2220
2 3255 2240
2 3255 2242
2 3256 2208
2 3256 2217
2 3256 2221
2 3256 2247
2 3259 2239
2 3259 2244
2 3260 2219
2 3260 2227
2 3260 2236
2 3262 2221
2 3264 2219
2 3264 2220
2 3265 2213
2 3265 2236
2 3266 2224
2 3267 2207
2 3267 2235
2 3268 2154
2 3268 2227
2 3269 2237
2 3270 2160
2 3271 2224
2 3272 2227
2 3272 2243
2 3273 2217
2 3273 2219
2 3273 2224
2 3273 2259
2 3274 2218
2 3274 2227
2 3274 2246
2 3275 2220
2 3275 2224
2 3276 2197
2 3276 2204
2 3276 2247
2 3277 2232
2 3278 2236
2 3279 2241
2 3280 2221
2 3280 2235
2 3280 2252
2 3281 2232
2 3281 2245
