1 11841 9494
1 11847 9772
1 11874 9406
1 11874 9525
1 11878 10015
1 11901 9933
1 11906 9318
1 11910 9883
1 11921 8381
1 11935 9205
1 11950 9709
1 11954 9250
1 11955 9580
1 11958 9218
1 11961 9982
1 11962 9671
1 11988 9186
1 12164 10302
1 12171 9927
1 12179 9794
1 12325 10468
1 12355 10467
1 12369 10210
1 12392 10137
1 12413 10456
1 12472 10441
1 12493 9928
1 12494 10419
1 12543 10250
1 12578 10070
1 12587 10206
1 12629 9551
1 12636 10166
1 12636 10505
1 12671 10690
1 12673 10113
1 12709 10810
1 12740 11482
1 12784 10658
1 12849 8364
1 13079 10492
1 13080 10798
1 13133 10988
1 13351 11249
1 13489 11220
1 13556 11400
1 13667 11334
1 13699 11758
1 13705 11656
1 13731 11739
1 13756 11684
1 13780 11840
1 13852 11783
1 13864 11717
1 13898 11692
1 14005 11961
1 14234 12047
1 14602 12474
1 14788 12672
1 14868 12624
1 14909 12784
1 14956 12459
1 15658 4323
1 23925 21606
1 27342 20598
1 5872 4755
1 5992 4976
1 6087 4126
1 6092 4993
1 6101 4189
1 6187 5168
1 6228 4108
1 62955 33102
1 6302 4132
1 6313 4110
1 6335 4301
1 6345 5231
1 6416 5277
1 6511 4047
1 6569 4574
1 6574 5513
1 6608 5510
1 6613 4112
1 6626 4414
1 6630 4039
1 6668 4609
1 6710 4462
1 6723 5652
1 6731 4014
1 6743 5686
1 6752 4048
1 6753 4119
1 6766 4019
1 6770 3997
1 6772 4230
1 6777 4018
1 67829 56309
1 6797 4332
1 6808 4479
1 6825 4234
1 6829 4049
1 6834 4035
1 6842 4007
1 6842 4171
1 6854 4111
1 6864 4157
1 6889 5839
1 6891 4203
1 6895 4165
1 6895 4220
1 6899 4172
1 6909 3997
1 6918 4075
1 6920 4139
1 6920 5794
1 6928 4382
1 6934 4259
1 6957 5806
1 6965 4235
1 6977 4144
1 6989 4054
1 6991 4953
1 7008 4112
1 7013 4148
1 7024 3992
1 7034 3965
1 7041 4043
1 7059 4095
1 7059 4144
1 7061 4727
1 7072 4099
1 7078 4039
1 7078 4102
1 7093 4022
1 7095 4040
1 7096 4017
1 7097 4086
1 7109 4054
1 7119 4954
1 7124 4187
1 7134 4114
1 7138 4088
1 7145 4013
1 7145 4118
1 7156 4122
1 7158 6105
1 7161 4095
1 7167 4052
1 7171 4234
1 7182 4083
1 7185 4019
1 7210 4047
1 7213 4050
1 7218 3952
1 7227 4108
1 7232 4079
1 7240 4018
1 7246 4027
1 7255 4064
1 7259 4114
1 7265 4021
1 7266 3995
1 7293 3987
1 7294 4022
1 7306 4161
1 7307 4027
1 7330 4016
1 7330 4035
1 7335 4066
1 7346 4044
1 7381 4120
1 7387 4186
1 7429 4001
1 7431 4903
1 7434 4004
1 7487 3990
1 7493 4031
1 7505 4016
1 7545 4231
1 7559 5223
