4 , 3565 , 2452 , 3840
16 , 3682 , 2479 , 3937
64 , 3664 , 2475 , 3934
256 , 4192 , 2519 , 4460
1024 , 6035 , 2567 , 6294
4096 , 13637 , 3083 , 13890
16384 , 45340 , 5930 , 45593
65536 , 172047 , 16751 , 172307
262144 , 703815 , 75889 , 704102
524288 , 1413462 , 155701 , 1413676
1 , 3850 , 2687 , 4096
2 , 3567 , 2483 , 3840
4 , 3552 , 2441 , 3810
16 , 4202 , 2677 , 4474
64 , 3670 , 2569 , 3923
256 , 4189 , 2478 , 4427
1024 , 6146 , 2646 , 6401
4096 , 13571 , 3047 , 13840
16384 , 45369 , 5991 , 45640
65536 , 172011 , 16666 , 172282
262144 , 697108 , 68117 , 697344
524288 , 1396684 , 136747 , 1396845
1 , 3763 , 2627 , 3993
2 , 3552 , 2430 , 3798
4 , 3632 , 2487 , 3869
16 , 3584 , 2465 , 3848
64 , 3779 , 2480 , 4036
256 , 4140 , 2502 , 4394
1024 , 6047 , 2615 , 6312
4096 , 13645 , 3084 , 13899
16384 , 45374 , 5966 , 45642
65536 , 173328 , 16460 , 173577
262144 , 717413 , 68896 , 717663
524288 , 1394998 , 136719 , 1395171
1 , 3759 , 2611 , 3992
2 , 3529 , 2476 , 3797
4 , 3532 , 2444 , 3796
16 , 3662 , 2519 , 3927
64 , 3702 , 2462 , 3960
256 , 4148 , 2460 , 4400
1024 , 6110 , 2612 , 6365
4096 , 13514 , 3067 , 13770
16384 , 45320 , 5990 , 45600
65536 , 172056 , 16871 , 172332
262144 , 695914 , 67802 , 696144
524288 , 1394234 , 135932 , 1394420
1 , 3712 , 2516 , 3932
2 , 3554 , 2419 , 3825
4 , 3606 , 2435 , 3877
16 , 3581 , 2393 , 3836
64 , 3723 , 2476 , 3976
256 , 4731 , 2754 , 5029
1024 , 6177 , 2770 , 6440
4096 , 13655 , 3145 , 13951
16384 , 45308 , 5931 , 45608
65536 , 171659 , 16411 , 171943
262144 , 697059 , 67896 , 697273
524288 , 1441469 , 183993 , 1441678
1 , 3733 , 2491 , 3981
2 , 3389 , 2251 , 3640
4 , 3388 , 2277 , 3669
16 , 3521 , 2339 , 3780
64 , 3486 , 2279 , 3749
256 , 3954 , 2321 , 4218
1024 , 5955 , 2459 , 6219
4096 , 13321 , 2856 , 13583
16384 , 45349 , 5826 , 45619
65536 , 192388 , 16713 , 192686
262144 , 696861 , 67749 , 697103
524288 , 1394545 , 136425 , 1394730
